    0.8305  5.6083E+00 P
    0.8690  1.0560E+01 P
    0.8675  3.0503E+00 P
    0.7682  6.4021E+00 P
    0.8162  7.0506E+00 P
    0.8263  3.5989E+00 P
    0.7121  6.5326E+00 P
    0.7847  2.9996E+00 P
    0.9080  7.8955E+00 P
    0.7068  4.4595E+00 P
    0.8305  1.3516E+01 P
    0.8631  6.2549E+00 P
    0.8148  5.8266E+00 P
    0.7490  5.0514E+00 P
    0.8553  3.9629E+00 P
    0.8561  1.2273E+01 P
    0.9163  1.0537E+01 P
    0.9224  5.4468E+00 P
    0.8630  3.2044E+00 P
    0.8680  2.5026E+00 P
    0.7750  5.0369E+00 P
    0.8630  3.9956E+00 P
    0.7945  1.6436E+00 P
    0.8861  3.2398E+00 P
    0.8817  2.7723E+00 P
    0.8254  3.3976E+00 P
    0.9001  5.3544E+00 P
    0.8807  4.2635E+00 P
    0.8497  1.3500E+01 P
    0.8769  2.2975E+00 P
    0.7355  1.2094E+01 P
    0.8089  3.3708E+01 P
    0.8984  1.4697E+01 P
    0.8321  6.0697E+00 P
    0.8872  2.2232E+00 P
    0.8828  2.2796E+00 P
    0.7933  9.1250E+00 P
    0.5062  6.4109E+01 P
    0.8508  1.8336E+00 P
    0.8680  9.4250E+00 P
    0.7467  9.1663E+00 P
    0.8838  5.2933E+00 P
    0.8149  3.5838E+00 P
    0.8433  7.7650E+00 P
    0.7645  6.3167E+00 P
    0.8490  3.6220E+00 P
    0.8619  2.2831E+00 P
    0.9111  1.8646E+00 P
    0.8943  2.9871E+00 P
    0.8644  6.4659E+00 P
    0.7141  6.5198E+00 P
    0.8395  7.8383E+00 P
    0.8526  3.7424E+00 P
    0.8945  8.9887E+00 P
    0.8717  2.4546E+00 P
    0.8498  8.4165E+00 P
    0.9453  3.2012E+00 P
    0.8192  1.9675E+00 P
    0.8622  1.1145E+01 P
    0.9198  4.7580E+00 P
    0.8628  3.2371E+00 P
    0.7739  4.9968E+00 P
    0.8487  1.0738E+01 P
    0.8586  5.9494E+00 P
    0.8856  5.5230E+00 P
    0.8798  3.2943E+00 P
    0.9013  2.1759E+00 P
    0.8751  2.7694E+00 P
    0.8945  3.9446E+00 P
    0.8579  1.3886E+01 P
