    0.6542  3.8503E+00 P
    0.9282  1.8807E+00 P
    0.5064  2.6613E+00 P
    0.3497  4.7586E+00 P
    0.8449  6.2142E+00 P
    0.6764  4.1808E+00 P
    0.6106  3.3437E+00 P
    0.5092  1.4882E+01 P
    0.4869  2.4464E+00 P
    0.3978  3.7454E+00 P
    0.6704  7.4700E+00 P
    0.3445  2.1939E+00 P
    0.6045  3.5687E+00 P
    0.8756  5.1608E+00 P
    0.7772  1.9740E+01 P
    0.3984  1.7985E+01 P
    0.4285  7.8614E+00 P
    0.3276  1.7422E+01 P
    0.6816  9.3878E+00 P
    0.3922  8.3619E+00 P
    0.5071  4.0687E+00 P
    0.4863  1.6056E+01 P
    0.6175  5.5513E+00 P
    0.3515  3.6808E+00 P
    0.6244  3.9146E+00 P
    0.4828  3.2918E+00 P
    0.7987  5.2678E+00 P
    0.5733  5.7162E+00 P
    0.5478  1.0229E+01 P
    0.8491  1.5189E+01 P
    0.7762  1.7588E+01 P
    0.4593  5.1843E+00 P
    0.5215  2.1456E+00 P
    0.5839  2.5634E+02 P
    0.6107  2.0133E+00 P
    0.6400  3.3865E+00 P
    0.6575  1.2974E+02 P
    0.5220  2.8502E+00 P
    0.3716  3.4452E+01 P
    0.4223  3.5101E+00 P
    0.5571  3.0278E+00 P
    0.3552  3.5462E+01 P
    0.4026  2.8696E+00 P
    0.6510  5.3409E+00 P
    0.4074  2.6279E+01 P
    0.7676  2.5103E+00 P
    0.5658  2.2889E+00 P
    0.8432  3.1644E+00 P
    0.4447  2.3137E+00 P
    0.6914  8.6854E+00 P
    0.9161  1.6343E+02 P
    0.7069  2.6084E+00 P
    0.7764  4.1773E+00 P
    0.5894  3.1452E+00 P
    0.8404  3.9306E+00 P
    0.3512  8.0791E+00 P
    0.5385  2.9161E+01 P
    0.6831  5.7700E+00 P
    0.5341  1.7757E+00 P
    0.6804  7.0133E+00 P
    0.3799  4.2601E+01 P
    0.6491  1.8280E+00 P
    0.4719  4.0598E+01 P
    0.7241  5.0417E+00 P
    0.6286  3.4571E+00 P
    0.8210  3.1527E+00 P
    0.6894  3.7704E+00 P
    0.8036  3.2206E+00 P
    0.4629  1.0122E+01 P
    0.6241  4.1908E+00 P
    0.8254  3.3561E+01 P
    0.3489  9.0054E+00 P
    0.3838  3.5249E+00 P
    0.5956  1.6534E+00 P
    0.3828  4.2551E+00 P
    0.7924  3.2430E+00 P
    0.3742  1.2861E+01 P
    0.5630  2.0692E+00 P
    0.4732  7.9382E+00 P
    0.6514  3.2124E+00 P
    0.5406  2.1551E+00 P
    0.4508  2.9231E+00 P
    0.3806  2.7387E+01 P
    0.6848  2.3633E+00 P
    0.5541  3.7270E+00 P
    0.7068  8.3843E+00 P
    0.6899  2.5444E+00 P
    0.4185  2.2818E+01 P
    0.9177  5.5242E+00 P
    0.7190  4.0724E+00 P
    0.6367  9.9898E+00 P
    0.7851  4.2086E+00 P
    0.3996  2.6164E+00 P
    0.3321  4.3132E+00 P
    0.5583  2.5824E+02 P
    0.8157  4.7887E+00 P
    0.5792  3.0844E+00 P
    0.4632  3.2881E+00 P
    0.6984  2.7253E+00 P
    0.7886  1.5138E+02 P
