    0.5745 0.3693 P
    0.5350 0.1747 P
    0.7145 0.1103 P
    0.5963 0.4963 P
    0.5627 0.0575 P
    0.7413 0.2452 P
    0.1544 1.2197 P
    0.6729 0.1188 P
    0.6224 0.5734 P
    0.5540 0.0318 P
    1.1294 0.1507 P
    0.5515 0.1890 P
    0.4589 0.0552 P
    0.6975 0.5126 P
    0.6322 0.4161 P
    0.6507 0.2528 P
    1.2556 0.1841 P
    0.6066 0.5341 P
    0.5971 0.1363 P
    0.2278 0.3861 P
    0.4145 0.3253 P
    0.8331 0.2972 P
    0.6842 0.2197 P
    0.4615 0.2348 P
    0.5718 0.2908 P
    0.6058 0.5345 P
    0.8549 0.4192 P
    0.6952 0.0465 P
    0.6854 0.4025 P
    0.5767 0.3295 P
    0.5004 0.6964 P
    0.6014 0.4594 P
    0.6047 0.5660 P
    0.8104 0.5022 P
    0.7045 0.1244 P
    0.5296 0.2253 P
    0.3928 0.5596 P
    0.1667 0.5938 P
    0.5471 0.2914 P
    0.7332 0.4745 P
    0.4342 0.3148 P
    0.6807 0.3444 P
    0.5909 0.0785 P
    0.6592 0.3061 P
    0.7042 0.6575 P
    0.1940 0.7184 P
    0.6675 0.4172 P
    0.5738 0.3065 P
    0.3454 0.4404 P
    0.7258 0.3371 P
    0.5758 0.2309 P
    0.5192 0.3538 P
    0.8160 0.1072 P
    0.5564 0.6906 P
    0.6271 0.4661 P
    0.6396 0.5075 P
    0.7316 0.3054 P
    0.4880 0.3819 P
    0.5338 0.3578 P
    1.7011 0.3070 P
    0.1283 0.7638 P
    1.2164 0.2399 P
    0.4502 0.3512 P
    0.6042 0.3822 P
    0.4744 0.3854 P
    0.5612 0.3467 P
    0.9470 0.2025 P
    1.1026 0.4267 P
    0.5417 0.1582 P
    0.5859 0.4121 P
    1.6558 0.0549 P
    0.8654 0.4888 P
    0.4249 0.3175 P
    0.5815 0.4204 P
    0.5676 0.4978 P
    0.4257 0.2955 P
    0.7375 0.3378 P
    0.6043 0.6608 P
    0.5550 0.1007 P
    0.6286 0.3490 P
    0.6357 0.3864 P
    0.6709 0.4576 P
    0.6334 0.3135 P
    0.5321 0.6046 P
    0.5779 0.4985 P
    0.6180 0.5247 P
    0.7079 0.1114 P
    0.6491 0.2511 P
    1.2738 0.2168 P
    0.6148 0.3355 P
    0.4665 0.5038 P
    0.3810 0.1820 P
    0.4967 0.2383 P
    0.5601 0.0374 P
    0.5819 0.0939 P
    0.5569 0.5363 P
    0.1887 0.6394 P
    0.7963 0.3231 P
    0.5843 0.5288 P
    0.5449 0.5097 P
    0.5008 0.6896 P
    0.7251 0.4378 P
    0.5998 0.4302 P
    0.5293 0.0615 P
    0.6159 0.2022 P
    0.5217 0.0264 P
    0.5584 0.4490 P
    0.5249 0.2233 P
    0.5871 0.3040 P
    0.6914 0.7323 P
    0.4713 0.2573 P
    0.5040 0.0743 P
    0.5348 0.2274 P
    0.5403 0.3612 P
    0.4416 0.3232 P
    0.5448 0.3608 P
    0.5718 0.4102 P
    0.8174 0.4332 P
    0.6519 0.3102 P
    0.8603 0.3781 P
    0.6650 0.5101 P
    1.7721 0.0371 P
    0.6448 0.3960 P
    0.5639 0.2976 P
    0.7341 0.2662 P
    0.8168 0.3280 P
    0.5338 0.3843 P
    0.4256 0.3517 P
    0.7678 0.1557 P
    0.6252 0.4160 P
    0.9787 0.4851 P
    0.6175 0.5283 P
    0.5537 0.1263 P
    0.7218 0.2932 P
    0.5375 0.3555 P
    1.0516 0.3172 P
    0.8911 0.3438 P
    0.6485 0.4261 P
    0.4800 0.4428 P
    0.6029 0.3800 P
    0.4699 0.3876 P
    0.5438 0.3316 P
    1.3280 0.2602 P
    0.1858 0.6448 P
    0.8434 0.2572 P
    0.5849 0.3549 P
    0.5245 0.2281 P
    0.7601 0.2933 P
    0.6664 0.6378 P
    0.2675 0.4155 P
    0.4778 0.3703 P
    0.7813 0.6338 P
    0.5743 0.5075 P
    0.7791 0.0660 P
    0.4372 0.3051 P
    0.4887 0.2932 P
    0.6227 0.1380 P
    0.1675 1.1814 P
    0.5585 0.0513 P
    1.0222 0.1447 P
    0.6387 0.3500 P
    0.7773 0.3948 P
    1.0324 0.2504 P
    0.5888 0.3544 P
    0.6624 0.1734 P
    0.7001 0.6855 P
    0.5914 0.2906 P
    0.7952 0.1965 P
    0.4438 0.3208 P
    0.6621 0.4791 P
    0.5898 0.0104 P
    0.5858 0.5158 P
    0.5890 0.4838 P
    0.6156 0.2214 P
    0.5791 0.0921 P
    0.6164 0.3120 P
    0.6098 0.4304 P
    0.5629 0.6245 P
    0.4715 0.2528 P
    0.5985 0.4789 P
    0.4962 0.5192 P
    0.7480 0.4036 P
    0.5238 0.3766 P
    0.8105 0.4825 P
    0.4237 0.4113 P
    0.6142 0.2561 P
    0.5776 0.2397 P
    0.1715 0.5992 P
    0.7332 0.4745 P
    0.6466 0.6287 P
    0.5211 0.3884 P
    0.5229 0.3997 P
    0.4851 0.2746 P
    0.9076 0.2700 P
    0.2250 0.6281 P
    0.5669 0.1798 P
    0.6629 0.1188 P
    0.5722 0.6275 P
    0.5753 0.2219 P
    0.7929 0.3287 P
    0.4165 0.5342 P
    0.8412 0.4616 P
    0.4696 0.4012 P
    0.7197 0.2939 P
    0.4965 0.2495 P
    0.5030 0.3444 P
    0.1650 0.2736 P
    0.5563 0.2997 P
    0.1522 0.6819 P
    0.3865 0.4303 P
    0.5260 0.0855 P
    0.4860 0.4364 P
