   6413 Iye               1993 TJ3   13.84  0.190    4.63  0.24   - -                  4.6644     - -.99 0.15 2  -     - - - Y
   6418 Hanamigahara      1993 XJ    12.9   0.15     7.14  0.24   - -                  6.3770     - -.99 0.33 3  -     - - - -
   6422 Akagi             1994 CD1   12.5   0.15     9.17  0.21   S -                  7.74756    - -.99 -.99 2  N     Y - Y -
   6425 -                 1994 WZ3   12.3   0.15    10.06  0.21   - -                103.9        - -.99 0.92 2  T0    - - - -
   6427 -                 1995 FY    14.07  0.000    4.16  0.24   - -                  6.1952     - -.99 0.84 2  -     - - - Y
   6433 Enya              1978 WC    14.54  0.775    3.68  0.20   - -                  7.3999     - -.99 0.08 1  -     - - - Y
   6434 Jewitt            1981 OH    14.01  0.520    4.68  0.20   - -                  3.2373     - -.99 0.28 2  -     - - - Y
   6435 Daveross          1984 DA    15.0   0.15     2.43  0.3    - -                 51.25       - 0.10 0.67 3- T-    - - - -
   6438 Suarez            1988 BS3   13.8   0.15     4.71  0.24   - -                  2.9416     - 0.15 0.20 3  -     - - - -
   6444 Ryuzin            1989 WW    14.2   0.15     8.05  0.057  - -                  7.9290     - -.99 0.98 3  -     - - - -
   6447 Terrycole         1990 TO1   14.4   0.15     3.20  0.30   - -                 10.278      - 0.15 0.25 3- -     - - - -
   6453 -                 1991 NY    13.81  0.24     8.51  0.0729 - -                 15.         - -.99 0.20 1  N     - - - -
   6454 -                 1991 UG1   12.7   0.15     8.57  0.20   - -                  9.8017     - -.99 0.53 3  -     - - - -
   6455 -                 1992 HE    14.21  0.34     4.63  0.1701 - -                  2.736      - 0.09 0.21 2+ A     - - - -
   6456 Golombek          1992 OM    16.03  0.12     1.99  0.18   - -                  2.50129    - 0.10 0.13 3  -     - - - -
   6458 Nouda             1992 TD1   12.9   0.15     7.63  0.21   - -                  4.201      - 0.60 0.92 3  -     Y - - -
   6460 Bassano           1992 UK6   13.7   0.15     4.94  0.24   - -                  2.9145     - -.99 0.38 2  -     - - - Y
   6461 Adam              1993 VB5   14.2   0.15     3.51  0.3    - -                 74.         - 0.30 0.76 2  T     - - - -
   6463 Isoda             1994 AG3   11.6   0.15    13.88  0.21   - -                  6.15       - -.99 0.21 3- -     - - - -
   6469 Armstrong         1982 PC    14.87  0.000    2.89  0.24   - -                  5.9648     - -.99 0.70 2  -     - - - Y
   6470 Aldrin            1982 RO1   14.78  0.420    3.00  0.24   - -                  5.9944     - -.99 0.82 2  -     - - - Y
   6475 Refugium          1987 SZ6   11.1   0.15    32.45  0.0609 - -                  8.07       - 0.45 0.70 3  -     - - - -
   6476 -                 1987 VT    12.44  0.800   18.05  0.057  - -                 10.7973     - 0.42 0.57 3  -     - - - -
   6477 -                 1988 AE5   12.81  0.560   15.30  0.057  - -                 37.5894     - -.99 0.51 2  -     - - - Y
   6479 Leoconnolly       1988 LC    12.7   0.15    17.01  0.0508 - -                  5.11       - -.99 0.75 3  -     - - - -
   6481 Tenzing           1988 RH2   13.4   0.15     5.67  0.24   - -                  6.5171     - -.99 0.13 2  -     - - - Y
   6485 Wendeesther       1990 UR1   13.9   0.15     4.03  0.30   - -                 74.82       - -.99 1.00 2  T0    - - - -
   6487 Tonyspear         1991 GA1   13.6   0.15     5.66  0.20   - -                 74.91       - -.99 1.24 3- T-    Y - - -
   6489 Golevka           1991 JX    19.08  0.15     0.53  0.147  - -                  6.026      - 0.28 1.05 3  -     Y - - -
   6490 -                 1991 NR2   14.5   0.15     5.29  0.10   - -                  4.468      - -.99 0.26 2+ -     - - - -
   6491 -                 1991 OA    18.77  0.15     0.52  0.20   - -                  2.69       - -.99 0.08 2  -     - - - -
   6493 Cathybennett      1992 CA    13.9   0.15     4.03  0.30   - -                  3.4785     - 0.19 0.23 3  -     - - - -
   6495 -                 1992 UB1   12.9   0.15     7.14  0.24   - -                  5.693      - 0.29 0.45 3  -     - - - -
   6497 Yamasaki          1992 UR3   14.0   0.15     4.30  0.24   - -                  9.879      - -.99 0.56 3  -     - - - -
   6498 Ko                1992 UJ4   14.16  0.15     3.99  0.24   > -                500.         - -.99 0.6  2  T0    - - - -
   6499 Michiko           1992 UV6   12.79  0.875   15.42  0.057  - -                  6.0044     - -.99 0.74 2  -     - - - Y
   6500 Kodaira           1993 ET    12.6   0.15    16.81  0.057  - -                  5.400      - 0.68 0.80 3  -     - - - -
   6502 -                 1993 XR1   13.95  0.24     4.40  0.24   - -                  4.1931     - 0.13 0.18 3  -     - ? - -
   6505 Muzzio            1976 AH    11.0   0.15    35.12  0.057  - -                 13.735      - -.99 0.10 2+ -     - - - -
   6509 -                 1983 CQ3   12.7   0.15    16.05  0.057  - -                 14.115      - -.99 0.17 3- -     - - - -
   6510 Tarry             1987 DF    12.8   0.15     7.63  0.23   - -                  6.370      - 0.50 0.54 3  -     Y - - -
   6511 Furmanov          1987 QR11  12.3   0.15    14.57  0.10   - -                  5.343      - -.99 0.20 3- -     - - - -
   6516 Gruss             1988 TC2   14.6   0.15     3.26  0.24   - -                 13.003      - -.99 0.09 1  -     - - - -
   6517 Buzzi             1990 BW    14.4   0.15     3.20  0.3    - -                  8.648      - 0.64 0.84 3  -     Y - - -
   6518 Vernon            1990 FR    13.3   0.15     6.50  0.20   - -                  4.88249    - 0.52 0.54 3  -     - - - -
   6521 Pina              1991 LC1   13.79  0.18     5.19  0.20   - -                  2.911      - -.99 0.05 2+ -     - - - -
   6522 Aci               1991 NQ    13.45  0.395    5.65  0.23   - -                  7.6921     - -.99 0.68 2  -     - - - Y
   6532 Scarfe            1995 AC    12.91  0.650   14.60  0.057  - -                  4.9323     - -.99 0.43 2  -     - - - Y
   6534 Carriepeterson    1995 DT1   13.0   0.000   13.96  0.057  - -                 14.2912     - -.99 0.22 2  -     - - - Y
   6535 Archipenko        3535 P-L   13.35  0.760    6.35  0.20   - -                  6.5068     - -.99 0.20 2  W     - - - -
   6536 Vysochinska       1977 NK    13.6   0.15     5.17  0.24   - -                  6.109      - -.99 0.53 2+ -     - - - -
   6537 Adamovich         1979 QK6   13.9   0.15     4.50  0.24   - -                  2.4        - -.99 0.13 1  -     - - - Y
   6538 Muraviov          1981 SA5   12.5   0.15     8.58  0.24   - -                  2.9759     - -.99 0.24 2+ -     - - - -
   6543 Senna             1985 TP3   14.3   0.15     3.74  0.24   - -                  3.30       - -.99 0.19 3- -     - - - -
   6545 -                 1986 TR6   10.1   0.15    53.16  0.057  - -                 16.26       - -.99 0.31 2+ -     - - - -
   6546 Kaye              1987 DY4   11.8   0.15    24.30  0.057  - -                 10.0059     - -.99 0.32 2  -     - - - Y
   6553 Seehaus           1989 GP6   12.84  0.765   15.04  0.057  - -                  3.9913     - -.99 0.55 2  -     - - - Y
   6555 -                 1989 UU1   12.9   0.15     7.14  0.24   - -                 12.6778     - -.99 0.27 3- -     - - - -
   6556 Arcimboldo        1989 YS6   13.5   0.15     5.41  0.24   - -                  2.5158     - 0.16 0.24 3  -     - - - -
   6560 Pravdo            1991 NP    12.8   0.15     7.63  0.23   - -                 19.229      - -.99 0.50 3- -     - - - -
   6561 Gruppetta         1991 TC4   13.2   0.15     6.64  0.21   - -                  3.4        - -.99 0.66 3- -     - - - Y
   6568 Serendip          1993 DT    14.2   0.15     4.30  0.20   > -                 16.         > -.99 0.35 2- -     - - - Y
   6569 Ondaatje          1993 MO    16.4   0.15     1.56  0.20   - -                  5.959      - -.99 0.98 2  -     - - - -
   6570 Tomohiro          1994 JO    12.53  1.000   17.35  0.057  - -                  9.9653     - -.99 0.51 2  -     - - - Y
   6572 Carson            1938 SX    12.6   0.15     8.97  0.20   - -                  2.8235     - -.99 0.33 3  -     - - - -
   6574 Gvishiani         1976 QE1   11.5   0.15    27.90  0.057  - -               -999.99999999 - -.99 0.20 -  N     - - - -
   6577 -                 1978 VB6   13.5   0.15     5.53  0.23   - -                  6.984      - -.99 0.85 3- -     - - - -
   6587 Brassens          1984 WA4   13.6   0.15     5.66  0.20   - -                  5.2        - -.99 0.27 2  -     - - - -
   6590 Barolo            1985 TA2   12.5   0.15    11.23  0.14   S -                  8.35928    - -.99 -.99 2  N     Y - Y -
   6598 Modugno           1988 CL    14.18  0.000    6.13  0.10   - -                  6.769      - -.99 0.36 2  -     - - - Y
   6602 Gilclark          1989 EC    14.0   0.15     3.85  0.30   - -                  4.5686     - 0.21 0.54 3  -     - - - -
   6607 Matsushima        1991 UL2   12.6   0.15    12.69  0.10   - -                 11.3587     - -.99 0.87 2  -     - - - Y
   6608 Davidecrespi      1991 VC4   13.4   0.15     6.21  0.20   > -                 20.         > -.99 0.3  2  -     - - - -
   6610 Burwitz           1993 BL3   13.1   0.15     6.51  0.24   - -                  3.014      - -.99 0.22 2  N     - - - -
   6611 -                 1993 VW    17.26  0.43     0.766 0.40   - -                  2.5568     - 0.08 0.15 3  -     - ? - -
   6615 Plutarchos        9512 P-L   14.7   0.15     3.11  0.24   - -                  2.3247     - -.99 0.06 3  -     - ? - -
   6618 -                 1936 SO    13.3   0.15     5.31  0.30   - -                  4.142      - 0.16 0.20 3- -     - - - -
   6619 Kolya             1973 SS4   11.5   0.15    26.72  0.0621 - -                 10.5011     - -.99 0.39 3  -     - - - -
   6622 Matvienko         1978 RG1   13.77  0.850    9.79  0.057  - -                 10.2161     - -.99 0.40 2  -     - - - Y
   6626 Mattgenge         1981 EZ46  14.66  1.000    6.53  0.057  - -                107.0814     - -.99 0.48 2  -     - - - Y
   6634 -                 1987 KB    12.5   0.15     9.40  0.20   - -                  5.333      - 0.22 0.23 3  -     - - - -
   6635 Zuber             1987 SH3   13.9   0.15     3.89  0.3211 - -                  5.5355     - 0.63 0.75 3  -     - - - -
   6642 Henze             1990 UE3   12.4   0.15    18.43  0.057  - -                  4.4696     - -.99 0.35 3  -     - - - -
   6646 Churanta          1991 CA3   15.2   0.43     1.76  0.4746 - -                  5.8711     - 0.73 0.77 3  -     - - - -
   6650 Morimoto          1991 RS1   12.7   0.15     8.36  0.21   - -                 13.49       - -.99 0.24 2  -     - - - -
   6652 -                 1991 SJ1   12.7   0.15     8.36  0.21   - -                 85.56       - -.99 0.75 2  -     - - - -
   6659 Pietsch           1992 YN    13.4   0.185    6.21  0.20   - -                 12.9851     - -.99 0.31 2  -     - - - Y
   6660 Matsumoto         1993 BC    14.84  0.580    3.20  0.20   - -                  7.5565     - -.99 0.40 2  -     - - - Y
   6662 -                 1993 BP13  12.1   0.15    11.03  0.21   > -                 24.         - -.99 0.94 1  -     - - - -
   6663 Tatebayashi       1993 CC    12.3   0.15    10.06  0.21   - -                  4.8        - -.99 0.35 2  -     - - - -
   6664 Tennyo            1993 CK    13.8   0.15     5.16  0.20   - -                  3.2        - -.99 0.20 1  -     - - - -
   6670 Wallach           1994 LL1   12.4   0.15    18.43  0.057  - -                  4.080      - 0.40 0.65 3  -     - - - -
   6671 Concari           1994 NC1   12.7   0.15    16.05  0.057  S -                  5.22042    - -.99 -.99 2  N     Y - Y -
   6672 Corot             1213 T-1   15.08  0.085    2.87  0.20   - -                 37.62       - -.99 0.87 2  -     - - - Y
   6680 -                 1970 WD    13.4   0.15     5.67  0.24   - -                  6.722      - -.99 0.34 3  -     - - - -
   6683 Karachentsov      1976 GQ2   12.3   0.15    19.30  0.057  - -                 13.9893     - -.99 0.71 2  -     - - - Y
   6685 Boitsov           1978 QG2   14.3   0.15     3.74  0.24   - -                  2.5        - -.99 0.10 2  -     - - - -
   6686 Hernius           1979 QC2   13.13  0.995   13.18  0.057  - -                  4.7068     - -.99 0.42 2  -     - - - Y
   6699 Igaueno           1987 YK    13.0   0.15     7.46  0.20   - -               -999.99999999 - -.99 0.15 -  N     - - - -
   6702 -                 1988 BP3   14.02  0.740    6.60  0.10   - -                 18.205      - -.99 0.40 2  -     - - - Y
   6706 -                 1988 VD3   13.93  0.460    4.87  0.20   - -                 27.0209     - -.99 0.05 1  -     - - - Y
   6708 Bobbievaile       1989 AA5   13.29  0.24     9.25  0.0997 - -                 12.3415     - 0.26 0.41 3  -     - - - -
   6709 Hiromiyuki        1989 CD    13.9   0.15     4.50  0.24   - -                  6.828      - -.99 1.00 3  -     - - - -
   6719 Gallaj            1990 UL11  13.37  0.380   11.80  0.057  - -                  4.4305     - -.99 0.95 2  -     Y - Y -
   6720 Gifu              1990 VP2   12.1   0.15    21.16  0.057  - -                  4.231      - -.99 0.40 3- -     - - - -
   6721 Minamiawaji       1990 VY6   13.16  0.15    12.99  0.057  - -                 14.5185     - 0.11 0.56 2  -     - - - Y
   6730 Ikeda             1992 BH    12.3   0.15    19.30  0.057  - -                 16.33408    - -.99 0.54 2  -     - - - -
   6733 -                 1992 EF    12.34  0.565   12.07  0.14   - -                 11.3572     - -.99 0.50 2  -     - - - Y
   6734 Benzenberg        1992 FB    11.8   0.15    15.50  0.14   - -                197.0        - 0.19 0.41 2  -     - - - Y
   6736 Marchare          1993 EF    14.8   0.595    3.18  0.21   - -                 18.632      - -.99 0.11 2  -     - - - Y
   6737 Okabayashi        1993 ER    13.7   0.15     5.41  0.20   - -                  2.5515     - -.99 0.12 3- -     - - - -
   6741 Liyuan            1994 FX    13.5   0.15     5.41  0.24   - -                 10.768      - -.99 0.13 3- -     - - - -
   6743 Liu               1994 GS    13.5   0.15     5.93  0.20   - -                  7.364      - -.99 0.40 3  -     - - - -
   6744 Komoda            1994 JL    13.9   0.15     4.50  0.24   - -                  3.110      - -.99 0.40 3  -     - - - -
   6746 Zagar             1994 NP    12.6   0.15     8.76  0.21   - -                  8.136      - -.99 0.20 3- -     - - - -
   6750 Katgert           1078 T-1   12.9   0.440    9.36  0.14   - -                  9.4447     - -.99 0.29 2  -     - - - Y
   6751 van Genderen      1114 T-1   14.23  0.255    4.24  0.20   - -                  3.1428     - -.99 0.60 2  -     - - - Y
   6753 Fursenko          1974 RV1   13.5   0.15     5.41  0.24   - -                  4.99       - -.99 0.19 1+ -     - - - Y
   6755 Solov'yanenko     1976 YE1   13.1   0.15     7.13  0.20   - -                  8.1681     - -.99 0.28 3  -     Y - - -
   6764 Kirillavrov       1981 TM3   13.1   0.15     6.51  0.24   - -                  4.74       - -.99 0.07 2+ -     - - - -
   6777 Balakirev         1989 SV1   13.44  0.200    9.64  0.08   - -                  9.1161     - -.99 0.23 2  -     - - - Y
   6778 Tosamakoto        1989 TX10  12.7   0.15     7.82  0.24   > -                  6.         > -.99 0.08 2  -     - - - -
   6784 Bogatikov         1990 UN13  13.41  0.235   11.60  0.057  - -                 11.5274     - -.99 0.60 2  -     - - - Y
   6790 Pingouin          1991 SF1   13.4   0.15     6.21  0.20   > -                 12.         > -.99 0.45 2- D     - - - -
   6793 Palazzolo         1991 YE    13.6   0.15     8.01  0.10   - -                  6.2308     - -.99 0.16 2  -     - - - Y
   6794 Masuisakura       1992 DK    11.2   0.15    26.73  0.0818 - -                  4.58       - -.99 0.62 3  -     - - - -
   6795 Ornskoldsvik      1993 FZ12  14.08  1.000    6.41  0.10   - -                 13.9468     - -.99 0.45 2  -     - - - Y
   6801 Strekov           1995 UM1   13.5   0.15     5.41  0.24   - -                  6.173      - -.99 0.17 2  -     - - - -
   6805 Abstracta         4600 P-L   13.74  0.065    8.41  0.08   - -                152.1834     - -.99 0.78 2  -     - - - Y
   6808 Plantin           1932 CP    13.3   0.15     5.93  0.24   - -                  5.82       - -.99 0.32 1  -     - - - -
   6815 Mutchler          1979 MM5   14.99  0.24     3.04  0.20   - -                  2.4384     - -.99 0.09 3- -     - ? - -
   6821 Ranevskaya        1986 SZ1   12.6   0.15     8.76  0.21   - -                  2.81       - -.99 0.10 2+ -     - - - -
   6823 -                 1988 ED1   12.2   0.15    10.79  0.20   - -                  2.546      - 0.10 0.30 3  -     - - - -
   6825 Irvine            1988 TJ2   13.7   0.15     5.41  0.20   - -                  3.61588    - -.99 0.58 3  -     - - - -
   6827 Wombat            1990 SN4   13.01  0.760    7.25  0.21   - -                 40.1315     - -.99 0.34 2  -     - - - Y
   6829 Charmawidor       1991 BM1   13.43  0.475    5.60  0.24   - -                 27.8245     - -.99 0.28 2  -     - - - Y
   6835 Molfino           1994 HT1   14.4   0.405    5.53  0.10   - -                  3.6895     - -.99 0.25 2  -     - - - Y
   6838 Okuda             1995 UD9   12.0   0.15    11.55  0.21   - -                  8.983      - -.99 0.14 2+ -     - - - -
   6840 -                 1995 WW5   14.84  0.985    3.12  0.21   - -                482.2741     - -.99 0.46 2  -     - - - Y
   6847 Kunz-Hallstein    1977 RL    14.2   0.15     4.30  0.20   - -                  6.4030     - 0.27 0.31 3  -     - - - -
   6851 Chianti           1981 RO1   14.7   0.555    3.12  0.24   - -                  3.1954     - -.99 0.09 1  -     - - - Y
   6852 Nannibignami      1985 CN2   14.12  0.565    4.45  0.20   - -                  3.0249     - -.99 0.47 2  -     - - - Y
   6853 Silvanomassaglia  1986 CD2   14.5   0.15     3.42  0.24   - -                  2.796      - -.99 0.12 2  -     - - - -
   6859 Datemasamune      1991 CZ    13.8   0.15     4.22  0.3    - -                 86.1        - 0.06 0.18 1  -     - - - -
   6861 -                 1991 FA3   12.76  0.420   15.60  0.057  - -                 19.4659     - -.99 0.42 2  -     - - - Y
   6867 Kuwano            1992 FP1   13.0   0.15     7.46  0.20   - -                  7.367      - 0.52 0.70 3  -     - - - -
   6870 Pauldavies        1992 OG    13.9   0.15     4.03  0.3    - -                  4.487      - 0.50 0.68 3  -     - - - -
   6877 Giada             1994 TB2   13.5   0.15     4.19  0.4    - -                  4.1745     - -.99 0.47 3  -     - - - -
   6882 Sormano           1995 CC1   13.19  0.000    6.69  0.21   - -                  3.6901     - -.99 0.71 2  -     Y - Y -
   6883 Hiuchigatake      1996 AF    12.9   0.15    12.36  0.08   - -                  5.5083     - -.99 0.43 2  -     - - - Y
   6886 Grote             1942 CG    12.4   0.15     9.84  0.20   - -                  5.755      - -.99 0.11 3  -     - - - -
   6887 Hasuo             1951 WH    13.89  0.480    4.53  0.24   - -                  2.7523     - -.99 0.18 2  -     - - - Y
   6897 Tabei             1987 VQ    14.0   0.15     4.71  0.20   - -                  5.862      - -.99 0.43 3  -     - - - -
   6901 Roybishop         1989 PA    13.50  0.15     5.86  0.2046 - -                  4.682      - 0.04 0.07 2  A     - ? - -
   6902 Hideoasada        1989 US3   13.73  1.000   10.00  0.057  - -                 73.3412     - -.99 0.68 2  -     - - - Y
   6905 Miyazaki          1990 TW    11.6   0.15    13.88  0.21   - -                  2.7418     - -.99 0.14 3  -     Y - - -
   6911 Nancygreen        1991 GN    14.0   0.15     3.85  0.3    - -                 59.1        - 0.10 0.52 2  T0    - - - -
   6915 -                 1992 HH    13.1   0.15     6.96  0.21   - -                  4.76345    - -.99 0.61 3  -     - - - -
   6916 Lewispearce       1992 OJ    12.22  0.280   20.04  0.057  - -                 23.4971     - -.99 0.25 2  -     - - - Y
   6929 Misto             1994 UE    12.6   0.15    16.81  0.057  - -                  4.248      - -.99 0.11 2- -     - - - -
   6932 Tanigawadake      1994 YK    13.7   0.15     5.41  0.20   - -                  3.79       - -.99 0.42 2+ -     - - - Y
   6933 Azumayasan        1994 YW    13.5   0.15     8.39  0.10   - -                  7.78       - -.99 0.16 3- -     - - - -
   6938 Soniaterk         5140 T-2   12.5   0.15    11.23  0.14   - -                  8.33       - -.99 0.29 2  -     - - - -
   6939 Lestone           1952 SW1   14.16  0.395    4.27  0.21   - -                  2.8206     - -.99 0.26 2  -     - - - Y
   6943 -                 1978 VR4   13.9   0.15     4.50  0.24   - -                  2.8221     - -.99 0.19 3  -     - - - -
   6944 -                 1979 MR3   14.3   0.15     3.74  0.24   - -                  2.91280    - 0.16 0.17 3  -     - - - -
   6949 Zissell           1982 RZ    14.0   0.24     8.19  0.0662 - -                  3.6336     - -.99 0.24 3  -     - - - -
   6950 Simonek           1982 YQ    13.14  0.255    6.82  0.21   - -                  3.0832     - -.99 0.11 2  -     - - - Y
   6952 Niccolo           1986 JT    13.0   0.15    13.98  0.057  - -                 12.5320     - -.99 1.10 3- -     - - - -
   6956 Holbach           1988 CX3   14.19  0.315    4.32  0.20   - -                  4.4629     - -.99 0.49 2  -     - - - Y
   6961 Ashitaka          1989 KA    13.3   0.15     5.93  0.24   - -                  3.1457     - 0.13 0.15 3- -     - - - -
   6966 Vietoris          1991 RD5   15.03  0.495    2.68  0.24   - -                  2.7726     - -.99 0.09 1  -     - - - Y
   6972 Helvetius         1992 GY3   13.0   0.15     7.46  0.20   - -                 16.35       - -.99 0.33 2  -     - - - -
   6974 Solti             1992 MC    11.9   0.15    12.09  0.21   - -                  2.423      - -.99 0.16 3  -     - - - -
   6976 Kanatsu           1993 KD2   13.1   0.15     7.13  0.20   - -                  4.025      - 0.33 0.35 3  -     - - - -
   6980 Kyusakamoto       1993 SV1   12.4   0.15     8.98  0.24   - -                  3.2529     - -.99 0.40 2  -     - - - Y
   6982 -                 1993 UA3   12.8   0.15     7.99  0.21   - -                 16.08       - -.99 0.10 2  -     - - - -
   6984 Lewiscarroll      1994 AO    10.6   0.15    44.68  0.0509 - -                 24.65       - 0.12 0.16 2  A     - - - -
   6990 Toya              1994 XU4   13.39  0.650    9.88  0.08   - -                 15.6216     - -.99 0.43 2  -     - - - Y
   6992 Minano-machi      1995 BT1   12.1   0.15    13.50  0.14   > -                 24.         > -.99 0.10 1  -     - - - -
   6995 Minoyama          1996 BZ1   13.58  0.200    5.72  0.20   - -                125.3351     - -.99 0.76 2  -     - - - Y
   7001 Noether           1955 EH    13.7   0.195    5.40  0.20   - -                  9.581      - -.99 0.65 2  -     Y - Y -
   7002 Bronshten         1971 OV    14.8   0.15     3.26  0.20   - -                  2.671      - -.99 0.14 3  -     - - - -
   7005 Henninghaack      1981 ET25  14.75  0.265    3.34  0.20   - -                 12.9138     - -.99 0.76 2  -     - - - Y
   7007 Timjull           1981 EK34  15.58  0.900    2.28  0.20   - -                  3.5513     - -.99 0.30 2  -     - - - Y
   7011 Worley            1987 SK1   14.3   0.15     7.68  0.057  - -                  6.4191     - -.99 0.12 2  -     - - - Y
   7012 Hobbes            1988 CH2   13.5   0.15     5.41  0.24   - -                  8.9375     - -.99 0.48 2  -     - - - Y
   7019 Tagayuichan       1992 EM1   13.74  0.24     8.71  0.0743 - -                 39.7954     - -.99 0.49 2  -     - - - Y
   7020 Yourcenar         1992 GR2   14.29  0.24     9.02  0.0418 - -                 10.18       - -.99 0.37 2- -     - - - -
   7022 -                 1992 JN4   13.32  0.500    9.09  0.10   - -                  5.517      - -.99 0.32 2  -     - - - Y
   7023 Heiankyo          1992 KE    13.48  0.580    5.99  0.20   - -                 10.807      - 0.48 0.58 3  -     - - - -
   7025 -                 1993 QA    17.94  0.15     0.77  0.20   - -                  2.5057     - 0.32 0.50 3  -     - - - -
   7027 Toshihanda        1993 XT    12.2   0.350   20.23  0.057  - -                 18.1477     - -.99 0.28 2  W     - - - -
   7028 Tachikawa         1993 XC1   13.23  0.585    6.13  0.24   - -                 10.489      - -.99 0.24 2  -     - - - Y
   7029 -                 1993 XT2   12.1   0.15    21.16  0.057  - -                 10.         - -.99 0.47 2  -     - - - -
   7030 Colombini         1993 YU    14.48  0.24     6.53  0.0668 - -                  6.5937     - -.99 0.47 3  -     - - - -
   7033 -                 1994 WN2   14.0   0.24     4.75  0.1966 - -                  2.8162     - 0.09 0.10 3  -     - - - -
   7035 Gomi              1995 BD3   13.13  0.485   11.10  0.08   - -                 62.8973     - -.99 0.09 1  -     - - - Y
   7036 Kentarohirata     1995 BH3   12.3   0.15    19.30  0.057  - -                 11.283      - 0.58 0.79 3  -     - - - -
   7038 Tokorozawa        1995 DJ2   13.19  0.670   10.82  0.08   - -                160.0442     - -.99 0.60 2  -     - - - Y
   7041 Nantucket         4081 P-L   14.60  0.15     3.26  0.24   - -                  4.30       - -.99 0.11 1  -     - - - -
   7043 Godart            1934 RB    13.49  0.33     5.79  0.2118 - -                  8.4531     - -.99 0.68 3  -     Y - - -
   7046 Reshetnev         1977 QG2   12.2   0.15    12.90  0.14   - -               -999.99999999 - -.99 0.31 -  N     - - - -
   7055 -                 1989 KB    12.9   0.15     7.29  0.23   - -                  4.16845    - 0.55 0.59 3  -     Y - - -
   7059 -                 1990 SK3   14.6   0.000    3.26  0.24   - -                  4.6195     - -.99 0.71 2  -     - - - Y
   7062 Meslier           1991 PY5   13.64  0.850   10.42  0.057  - -                  4.0123     - -.99 0.22 2  -     - - - Y
   7066 Nessus            1993 HA2    9.55  0.15    68.48  0.057  - -               -999.99999999 - -.99 0.5  -  -     - - - -
   7072 Beijingdaxue      1996 CB8   14.39  0.265    3.94  0.20   - -                  5.3041     - -.99 0.99 2  -     Y - Y -
   7077 Shermanschultz    1982 VZ    13.36  0.950    9.98  0.08   - -                  4.8598     - -.99 0.22 2  -     - - - Y
   7084 -                 1991 BR    13.81  0.140    5.15  0.20   - -                  5.3075     - -.99 0.19 2  -     - - - Y
   7085 -                 1991 PE    13.09  0.880   13.43  0.057  - -                  3.6146     - -.99 0.24 2  -     - - - Y
   7086 Bopp              1991 TA1   13.9   0.15     4.03  0.3    - -                 29.15       - 0.10 0.16 2+ -     - - - -
   7087 Lewotsky          1991 TG4   14.1   0.15     3.18  0.4    - -                  3.942      - 0.12 0.51 3  -     - - - -
   7088 Ishtar            1992 AA    17.08  0.24     1.16  0.20   - -                  2.6790     - -.99 0.11 3  -     - B - -
   7089 -                 1992 FX1   14.05  0.24     4.90  0.1766 - -                  3.036      - -.99 0.06 2  -     - - - -
   7090 -                 1992 HY4   13.99  0.275    4.33  0.24   - -                  9.0738     - -.99 0.48 2  -     - - - Y
   7106 Kondakov          1978 PM3   12.5   0.15    17.60  0.057  S -                  7.59690    - -.99 -.99 2  N     Y - Y -
   7111 -                 1985 QA1   13.6   0.15     5.66  0.20   - -                 11.21       - -.99 0.21 3- -     - - - -
   7116 Mentall           1986 XX    13.54  0.24     7.40  0.1238 - -                  6.489      - -.99 0.11 2+ -     - - - -
   7119 Hiera             1989 AV2    9.7   0.15    76.45  0.0398 > -                400.         > -.99 0.1  1  -     - - - -
   7120 Davidgavine       1989 AD3   13.54  0.830    5.31  0.24   - -                  2.8682     - -.99 0.18 2  -     - - - Y
   7124 Glinos            1990 OJ4   11.51  0.210   27.71  0.057  - -                 29.3099     - -.99 0.42 2  -     - - - Y
   7131 Longtom           1992 YL    11.7   0.15    25.44  0.057  - -               -999.99999999 - -.99 0.1  -  N     - - - -
   7132 Casulli           1993 SE    13.6   0.15     5.17  0.24   - -                  3.524      - 0.15 0.25 3- -     - - - -
   7133 Kasahara          1993 TX1   13.0   0.15     7.46  0.20   - -                  8.845      - 0.20 0.37 3  -     - - - -
   7134 Ikeuchisatoru     1993 UY    13.0   0.15     7.46  0.20   > -                 20.         > -.99 0.15 2  -     - - - -
   7138 -                 1994 AK15  13.85  0.525    5.05  0.20   - -                145.2637     - -.99 0.26 2  -     - - - Y
   7139 Tsubokawa         1994 CV2   12.8   0.15     9.78  0.14   - -                  2.756      - -.99 0.16 2  -     - - - Y
   7140 Osaki             1994 EE1   13.6   0.15     5.17  0.24   - -               -999.99999999 - -.99 -.99 -  N     - - - -
   7142 Spinoza           1994 PC19  12.8   0.15    12.94  0.08   - -                 12.3749     - -.99 0.61 2  -     - - - Y
   7144 Dossobuono        1996 KQ    13.7   0.15     5.41  0.20   - -                  3.4685     - -.99 0.19 2+ -     - - - -
   7145 Linzexu           1996 LO    12.5   0.15     9.40  0.20   - -                  2.905      - -.99 0.10 2+ -     - - - -
   7147 Feijth            4015 P-L   15.22  0.440    2.62  0.21   - -                  5.3177     - -.99 0.06 1  -     - - - Y
   7151 -                 1971 SX3   12.3   0.15    10.06  0.21   - -                  5.0723     - -.99 0.84 3  -     - - - -
   7152 Euneus            1973 SH1   10.2   0.15    50.77  0.057  - -                  9.73       - -.99 0.09 2  -     - - - -
